代號,名稱,年/月,平均售貨天數
3356,奇偶,2024/06,266.93
3357,臺慶科,2024/06,75.81
3360,尚立,2024/06,22.84
3362,先進光,2024/06,113.89
3363,上詮,2024/06,84.8
3369,鐵研,2024/06,139.41
3372,典範,2024/06,58.79
3373,熱映,2024/06,538.25
3374,精材,2024/06,17.64
3376,新日興,2024/06,65.48
3379,彬台,2024/06,107.65
3380,明泰,2024/06,146.48
3388,崇越電,2024/06,48.18
3390,旭軟,2024/06,53.44
3402,漢科,2024/06,83.81
3406,玉晶光,2024/06,65.17
3413,京鼎,2024/06,97.78
3416,融程電,2024/06,108.04
3419,譁裕,2024/06,54.37
3426,台興,2024/06,41.35
3430,奇鈦科,2024/06,155.09
3432,台端,2024/06,5.49
3434,哲固,2024/06,88.3
3437,榮創,2024/06,40.33
3438,類比科,2024/06,82.94
3441,聯一光,2024/06,303.76
3443,創意,2024/06,95.54
3444,利機,2024/06,26.22
3447,展達,2024/06,165.52
3450,聯鈞,2024/06,33.16
3454,晶睿,2024/06,116.75
3455,由田,2024/06,428.32
3465,進泰電子,2024/06,132.92
3466,德晉,2024/06,134
3467,台灣精材,2024/06,109.29
3479,安勤,2024/06,80.75
3481,群創,2024/06,69.11
3483,力致,2024/06,70.09
3484,崧騰,2024/06,97.62
3485,敘豐,2024/06,297.35
3489,森寶,2024/06,"1,475.92"
3490,單井,2024/06,123.68
3491,昇達科,2024/06,62.91
3492,長盛,2024/06,98.82
3494,誠研,2024/06,117.86
3498,陽程,2024/06,343.03
3499,環天科,2024/06,246.2
3501,維熹,2024/06,145.63
3504,揚明光,2024/06,70.61
3507,力群,2024/06,158.18
3508,位速,2024/06,68.44
3511,矽瑪,2024/06,87.26
3512,皇龍,2024/06,"1,427.95"
3515,華擎,2024/06,171.64
3516,亞帝歐,2024/06,58.72
3518,柏騰,2024/06,27.41
3520,華盈,2024/06,72.07
3521,鴻翊,2024/06,595.34
3522,御頂,2024/06,18.08
3523,迎輝,2024/06,53.62
3526,凡甲,2024/06,50.26
3527,聚積,2024/06,148.77
3528,安馳,2024/06,277.11
3529,力旺,2024/06,-888
3530,晶相光,2024/06,356.13
3531,先益,2024/06,104.72
3532,台勝科,2024/06,135.72
3533,嘉澤,2024/06,77.48
3535,晶彩科,2024/06,131.07
3537,堡達,2024/06,50.5
3540,曜越,2024/06,228.48
3541,西柏,2024/06,262.08
3543,州巧,2024/06,30.86
3545,敦泰,2024/06,100.47
3546,宇峻,2024/06,0
3548,兆利,2024/06,39.17
3550,聯穎,2024/06,39.43
3551,世禾,2024/06,29.31
3552,同致,2024/06,76.9
3555,博士旺,2024/06,48.75
3556,禾瑞亞,2024/06,403.12
3557,嘉威,2024/06,70.82
3558,神準,2024/06,102.2
3563,牧德,2024/06,189.43
3564,其陽,2024/06,166.63
3567,逸昌,2024/06,0
3570,大塚,2024/06,44.71
3572,宏芯,2024/06,168.91
3576,聯合再生,2024/06,93.84
3577,泓格,2024/06,465.4
3580,友威科,2024/06,180.64
3581,博磊,2024/06,201.62
3583,辛耘,2024/06,555.99
3585,聯致,2024/06,68.12
3587,閎康,2024/06,0
3588,通嘉,2024/06,261.54
3591,艾笛森,2024/06,63.06
3592,瑞鼎,2024/06,42.44
3593,力銘,2024/06,44.18
3594,磐儀,2024/06,209
3595,山太士,2024/06,93.08
3596,智易,2024/06,109.79
3597,映興,2024/06,73.32
3601,前源,2024/06,72.12
3603,建祥國際,2024/06,90.39
3605,宏致,2024/06,65.74
3607,谷崧,2024/06,45.7
3609,三一東林,2024/06,219.29
3611,鼎翰,2024/06,106.81
3615,安可,2024/06,75.92
3617,碩天,2024/06,187.94
3622,洋華,2024/06,113.25
3623,富晶通,2024/06,54.35
3624,光頡,2024/06,149.25
3625,西勝,2024/06,48.81
3627,華信科,2024/06,81.76
3628,盈正,2024/06,245.04
3629,地心引力,2024/06,0
3630,新鉅科,2024/06,71.86
3631,晟楠,2024/06,"3,702.54"
3632,研勤,2024/06,76
3633,云光,2024/06,31.32
3645,達邁,2024/06,106.54
3646,艾恩特,2024/06,102.77
3652,精聯,2024/06,89.01
3653,健策,2024/06,121.84
3656,聯勝,2024/06,151.85
3659,百辰,2024/06,113.95
3663,鑫科,2024/06,86
3666,光耀,2024/06,75.78
3669,圓展,2024/06,121.08
3672,康聯訊,2024/06,357.38
3675,德微,2024/06,59.54
3678,聯享,2024/06,109.25
3679,新至陞,2024/06,47.44
3680,家登,2024/06,202.97
3684,榮昌,2024/06,37.79
3685,元創精密,2024/06,90.67
3686,達能,2024/06,0
3687,歐買尬,2024/06,0.01
3688,華立捷,2024/06,127.46
3689,湧德,2024/06,62.09
3691,碩禾,2024/06,74
3693,營邦,2024/06,147.74
3694,海華,2024/06,60.24
3701,大眾控,2024/06,92.7
3702,大聯大,2024/06,56.41
3703,欣陸,2024/06,389.07
3704,合勤控,2024/06,90.68
3705,永信,2024/06,250.76
3706,神達,2024/06,84.15
3707,漢磊,2024/06,94.21
3708,上緯投控,2024/06,47.24
3709,鑫聯大投控,2024/06,57.12
3710,連展投控,2024/06,61.24
3711,日月光投控,2024/06,50.35
3712,永崴投控,2024/06,26.03
3713,新晶投控,2024/06,167.06
3714,富采,2024/06,77.25
3715,定穎投控,2024/06,72.23
4102,永日,2024/06,142.36
4104,佳醫,2024/06,64.66
4105,東洋,2024/06,188.55
4106,雃博,2024/06,117.07
4107,邦特,2024/06,90.03
4108,懷特,2024/06,623
4109,加捷生醫,2024/06,18.42
4111,濟生,2024/06,41.74
4113,聯上,2024/06,889.59
4114,健喬,2024/06,201
4115,善德生技,2024/06,72.69
4116,明基醫,2024/06,62.11
4117,普生,2024/06,178.89
4118,友合生技,2024/06,335.2
4119,旭富,2024/06,210.82
4120,友華,2024/06,178.15
4121,優盛,2024/06,149.25
4123,晟德,2024/06,117.1
4126,太醫,2024/06,80.96
4127,天良,2024/06,166.93
4128,中天,2024/06,69.89
4129,聯合,2024/06,666.9
4130,健亞,2024/06,154.66
4131,浩泰,2024/06,335.13
4132,國鼎,2024/06,647.59
4133,亞諾法,2024/06,809.26
4138,曜亞,2024/06,81.19
4139,馬光-KY,2024/06,21.22
4142,國光生,2024/06,591.65
4147,中裕,2024/06,"1,108.44"
4150,優你康,2024/06,71.74
4153,鈺緯,2024/06,109.65
4154,樂威科-KY,2024/06,124.93
4155,訊映,2024/06,123.75
4160,訊聯基因,2024/06,33.27
4161,聿新科,2024/06,136.25
4162,智擎,2024/06,152.73
4163,鐿鈦,2024/06,226.76
4164,承業醫,2024/06,90.19
4166,友霖,2024/06,172.46
4167,松瑞藥,2024/06,312.9
4168,醣聯,2024/06,0
4169,泰宗,2024/06,183.79
4170,鑫品生醫,2024/06,114.4
4171,瑞基,2024/06,248.63
4172,因華,2024/06,349.1
4173,久裕,2024/06,43.24
4174,浩鼎,2024/06,79.85
4175,杏一,2024/06,80.55
4183,福永生技,2024/06,73.71
4186,尖端醫,2024/06,70.04
4188,安克,2024/06,488.07
4191,法德藥,2024/06,82.92
4192,杏國,2024/06,173.87
4194,禾生技,2024/06,50.09
4195,基米,2024/06,80.09
4197,暐世,2024/06,382.63
4198,欣大健康,2024/06,120.57
4205,中華食,2024/06,16.92
4207,環泰,2024/06,49.54
4303,信立,2024/06,52.78
4304,勝昱,2024/06,78.65
4305,世坤,2024/06,43.82
4306,炎洲,2024/06,315.24
4401,東隆興,2024/06,138
4402,福大,2024/06,11.63
4406,新昕纖,2024/06,121.16
4413,飛寶企業,2024/06,83.93
4414,如興,2024/06,89.25
4416,三圓,2024/06,"73,190.02"
4417,金洲,2024/06,198.79
4419,皇家美食,2024/06,14.9
4420,光明,2024/06,39.33
4426,利勤,2024/06,82.15
4427,展頌,2024/06,85.59
4430,耀億,2024/06,117.79
4431,敏成健康,2024/06,55.59
4432,銘旺實,2024/06,104.87
4433,興采,2024/06,115.29
4438,廣越,2024/06,140.02
4440,宜新實業,2024/06,79.84
4441,振大環球,2024/06,112.88
4502,健信,2024/06,145.29
4503,金雨,2024/06,129.73
4506,崇友,2024/06,281.5
4510,高鋒,2024/06,165.77
4513,福裕,2024/06,379.87
4523,永彰,2024/06,235.79
4526,東台,2024/06,317.16
4527,方方土霖,2024/06,92.81
4528,江興鍛,2024/06,67.88
4529,淳紳,2024/06,0
4530,宏易,2024/06,29.13
4532,瑞智,2024/06,35.38
4533,協易機,2024/06,185.48
4534,慶騰,2024/06,107.31
4535,至興,2024/06,56.09
4536,拓凱,2024/06,100.21
4537,旭東,2024/06,461.83
4538,大詠城,2024/06,62.39
4540,全球傳動,2024/06,285.49
4541,晟田,2024/06,125.17
4542,科嶠,2024/06,191.45
4543,萬在,2024/06,164.07
4544,春日,2024/06,382
4545,銘鈺,2024/06,90.06
4546,長亨,2024/06,312.36
4549,桓達,2024/06,136.77
4550,長佳,2024/06,0
4551,智伸科,2024/06,121.74
4553,盛復,2024/06,142.9
4554,橙的,2024/06,198.72
4555,氣立,2024/06,315.5
4556,旭然,2024/06,179.24
4557,永新-KY,2024/06,85.79
4558,寶緯,2024/06,181.15
4559,久裕興,2024/06,69.58
4561,健椿,2024/06,111.08
4562,穎漢,2024/06,643.38
4563,百德,2024/06,194.69
4564,元翎,2024/06,110.06
4565,宏偉,2024/06,228.18
4566,時碩工業,2024/06,103.99
4568,科際精密,2024/06,61.88
4570,傑生,2024/06,240.47
4572,駐龍,2024/06,363.52
4573,高明鐵,2024/06,344.97
4575,銓寶,2024/06,229.14
4576,大銀微系統,2024/06,242.56
4577,達航科技,2024/06,389.25
4580,捷流閥業,2024/06,182.3
4581,光隆精密-KY,2024/06,121.93
4582,聚恆,2024/06,104.25
4583,台灣精銳,2024/06,455.05
4584,君帆,2024/06,104.82
4587,寶元數控,2024/06,146.83
4588,玖鼎電力,2024/06,295.86
4589,碩陽電機,2024/06,77.66
4609,唐鋒,2024/06,79.42
4702,中美實,2024/06,13.8
4706,大恭,2024/06,189.49
4707,磐亞,2024/06,52.38
4711,永純,2024/06,123.1
4712,福格創新,2024/06,0
4714,永捷,2024/06,"1,642.15"
4716,大立,2024/06,79.24
4720,德淵,2024/06,70.48
4721,美琪瑪,2024/06,66.83
4722,國精化,2024/06,101.12
4724,宣捷幹細胞,2024/06,31.83
4726,永昕,2024/06,46.14
4728,雙美,2024/06,139.34
4729,熒茂,2024/06,72.63
4730,通用,2024/06,143.82
4732,彥臣,2024/06,236.37
4735,豪展,2024/06,68.69
4736,泰博,2024/06,163.95
4737,華廣,2024/06,166.55
4738,尚化,2024/06,85.21
4739,康普,2024/06,77.3
4741,泓瀚,2024/06,77.76
4743,合一,2024/06,928.32
4744,皇將,2024/06,256.14
4746,台耀,2024/06,239.62
4747,強生,2024/06,131.04
4749,新應材,2024/06,127.38
4754,國碳科,2024/06,87.78
4755,三福化,2024/06,68.78
4760,勤凱,2024/06,96.6
4764,雙鍵,2024/06,74.76
4765,磐采,2024/06,63.14
4766,南寶,2024/06,68.7
4767,誠泰科技,2024/06,99.44
4768,晶呈科技,2024/06,139.41
4770,上品,2024/06,247.33
4771,望隼,2024/06,55.24
4772,台特化,2024/06,103.08
4773,高福,2024/06,51.53
4806,桂田文創,2024/06,12.34
4903,聯光通,2024/06,41.16
4904,遠傳,2024/06,16.16
4905,台聯電,2024/06,159.58
4906,正文,2024/06,47.19
4907,富宇,2024/06,574.8
4908,前鼎,2024/06,123.31
4909,新復興,2024/06,39.35
4911,德英,2024/06,185.03
4915,致伸,2024/06,59.04
4916,事欣科,2024/06,116.64
4919,新唐,2024/06,122.47
4923,力士,2024/06,109.16
4925,智微,2024/06,117.25
4927,泰鼎-KY,2024/06,76.94
4930,燦星網,2024/06,53.01
4931,新盛力,2024/06,93.78
4933,友輝,2024/06,88.87
4934,太極,2024/06,44.66
4935,茂林-KY,2024/06,40.65
4938,和碩,2024/06,34.93
4939,亞電,2024/06,82.37
4942,嘉彰,2024/06,29.89
4945,陞達科技,2024/06,140.61
4946,辣椒,2024/06,17.91
4949,有成精密,2024/06,157.09
4951,精拓科,2024/06,216.02
4952,凌通,2024/06,132.57
4953,緯軟,2024/06,0
4956,光鋐,2024/06,130
4958,臻鼎-KY,2024/06,56.39
4960,誠美材,2024/06,121.79
4961,天鈺,2024/06,68.29
4966,譜瑞-KY,2024/06,152.63
4967,十銓,2024/06,118.48
4968,立積,2024/06,84.99
4972,湯石照明,2024/06,67.35
4973,廣穎,2024/06,130.04
4974,亞泰,2024/06,58.02
4976,佳凌,2024/06,152.32
4979,華星光,2024/06,78.51
4980,佐臻,2024/06,232.2
4987,科誠,2024/06,227.92
4989,榮科,2024/06,64.38
4994,傳奇,2024/06,0
4995,晶達,2024/06,70.76
4999,鑫禾,2024/06,70.03
5007,三星,2024/06,131.25
5009,榮剛,2024/06,233.7
5011,久陽,2024/06,34.5
5013,強新,2024/06,112.65
5014,建錩,2024/06,43.07
5015,華祺,2024/06,179.66
5016,松和,2024/06,155
5201,凱衛,2024/06,7.5
5202,力新,2024/06,135.21
5203,訊連,2024/06,5.18
5205,中茂,2024/06,0
5206,坤悅,2024/06,"2,571.83"
5209,新鼎,2024/06,0.04
5210,寶碩,2024/06,13.32
5211,蒙恬,2024/06,136.21
5212,凌網,2024/06,34.11
5213,亞昕,2024/06,"8,764.81"
5216,優燈,2024/06,108.09
5220,萬達光電,2024/06,74.23
5222,全訊,2024/06,256.41
5223,安力-KY,2024/06,42.43
5225,東科-KY,2024/06,42.53
5227,立凱-KY,2024/06,124.18
5228,鈺鎧,2024/06,96.71
5230,雷笛克光學,2024/06,146.37
5233,有量,2024/06,"1,244.14"
5234,達興材料,2024/06,50.45
5236,凌陽創新,2024/06,117.91
5240,建騰,2024/06,204.52
5244,弘凱,2024/06,37.68
5245,智晶,2024/06,93.71
5246,勵威,2024/06,185.21
5248,景傳,2024/06,102.84
5251,天鉞電,2024/06,94.93
5254,欣訊科技,2024/06,62.15
5258,虹堡,2024/06,146.41
5262,立達,2024/06,226.24
5263,智崴,2024/06,154.26
5267,龍翩,2024/06,130.48
5269,祥碩,2024/06,73.9
5271,紘通,2024/06,113
5272,笙科,2024/06,302.82
5274,信驊,2024/06,66.69
5277,葳天,2024/06,69.32
5278,尚凡,2024/06,109.5
5283,禾聯碩,2024/06,139.84
5285,界霖,2024/06,108.97
5287,數字,2024/06,0
5288,豐祥-KY,2024/06,46.23
5289,宜鼎,2024/06,84.37
5291,邑昇,2024/06,158.46
5292,華懋,2024/06,42.66
5295,懷藝,2024/06,135.67
5297,廣化,2024/06,300.3
5299,杰力,2024/06,173.8
5301,寶得利,2024/06,"1,231.13"
5302,太欣,2024/06,165.41
5306,桂盟,2024/06,120.86
5309,系統電,2024/06,50.09
5310,天剛,2024/06,0
5312,寶島科,2024/06,160.88
5314,世紀,2024/06,11.78
5315,光聯,2024/06,75.16
5321,美而快,2024/06,105.99
5324,士開,2024/06,"7,675.37"
5328,華容,2024/06,61.99
5340,建榮,2024/06,119.52
5344,立衛,2024/06,0.48
5345,天揚,2024/06,"1,707.43"
5346,力晶,2024/06,"1,235.13"
5347,世界,2024/06,66.13
5348,正能量智能,2024/06,128.57
5351,鈺創,2024/06,280.81
5353,台林,2024/06,110.94
5355,佳總,2024/06,51.59
5356,協益,2024/06,78.16
5364,力麗店,2024/06,5.4
5371,中光電,2024/06,89.42
5381,合正,2024/06,155.5
5386,青雲,2024/06,89.86
5387,茂德,2024/06,339.77
5388,中磊,2024/06,112.43
5392,能率,2024/06,61.76
5398,慕康生醫,2024/06,149.16
5403,中菲,2024/06,245.65
5410,國眾,2024/06,28.78
5425,台半,2024/06,133.68
5426,振發,2024/06,56.55
5432,新門,2024/06,141.13
5434,崇越,2024/06,35.51
5438,東友,2024/06,53.56
5439,高技,2024/06,102.91
5443,均豪,2024/06,133.14
5450,南良,2024/06,68.35
5452,佶優,2024/06,60.4
5455,昇益,2024/06,772.5
5457,宣德,2024/06,64.82
5460,同協,2024/06,53.74
5464,霖宏,2024/06,51.99
5465,富驊,2024/06,74.26
5468,凱鈺,2024/06,"1,292.12"
5469,瀚宇博,2024/06,93.26
5471,松翰,2024/06,176.01
5474,聰泰,2024/06,228.8
5475,德宏,2024/06,159.21
5478,智冠,2024/06,3.47
5481,新華,2024/06,78.31
5483,中美晶,2024/06,89.2
5484,慧友,2024/06,104.07
5487,通泰,2024/06,182.25
5488,松普,2024/06,105.8
5489,彩富,2024/06,183.3
5490,同亨,2024/06,180.07
5493,三聯,2024/06,97.58
5498,凱崴,2024/06,164
5508,永信建,2024/06,934.3
5511,德昌,2024/06,135.09
5512,力麒,2024/06,"1,293"
5514,三豐,2024/06,"907,761.03"
5515,建國,2024/06,0.34
5516,雙喜,2024/06,0
5519,隆大,2024/06,757.01
5520,力泰,2024/06,30.33
5521,工信,2024/06,25.68
5522,遠雄,2024/06,"2,186.68"
5523,豐謙,2024/06,"1,606.39"
5525,順天,2024/06,"1,522.14"
5529,鉅陞,2024/06,"32,406.04"
5530,龍巖,2024/06,"4,551.17"
5531,鄉林,2024/06,"11,454.82"
5533,皇鼎,2024/06,"2,304.68"
5534,長虹,2024/06,"4,198.38"
5536,聖暉*,2024/06,37.38
5541,廣朋實業,2024/06,"1,659.35"
5547,久舜,2024/06,5.35
5548,安倉,2024/06,0
5601,台聯櫃,2024/06,0
5603,陸海,2024/06,38.44
5604,中連,2024/06,0
5607,遠雄港,2024/06,0
5608,四維航,2024/06,0
5609,中菲行,2024/06,0
5701,劍湖山,2024/06,13.25
5703,亞都,2024/06,9.82
5704,老爺知,2024/06,4.31
5706,鳳凰,2024/06,0
5833,元大證金,2024/06,
5834,兆豐保險,2024/06,
5839,中華開發資本,2024/06,0
5841,中信銀,2024/06,
5842,兆豐票券,2024/06,
5843,兆豐銀行,2024/06,
5844,一銀,2024/06,
5846,國壽,2024/06,
5847,玉山銀,2024/06,
5849,永豐銀行,2024/06,
5852,元大銀,2024/06,
5863,瑞興銀,2024/06,
5864,致和證,2024/06,
5876,上海商銀,2024/06,
5878,台名,2024/06,0
5901,中友,2024/06,59.15
5902,德記,2024/06,17.01
5903,全家,2024/06,35.42
5904,寶雅,2024/06,154.66
5905,南仁湖,2024/06,"1,111.37"
5906,台南-KY,2024/06,204.9
6020,大展證,2024/06,
6023,元大期,2024/06,
6026,福邦證,2024/06,
6028,公勝保經,2024/06,0
6035,悠遊卡,2024/06,43.13
6101,寬魚國際,2024/06,0
6103,合邦,2024/06,143.64
6104,創惟,2024/06,135.18
6108,競國,2024/06,45.25
6109,亞元,2024/06,101
6111,大宇資,2024/06,112.8
6112,邁達特,2024/06,91.8
6113,亞矽,2024/06,123.85
6114,久威,2024/06,28.98
6115,鎰勝,2024/06,35.35
6116,彩晶,2024/06,42.03
6117,迎廣,2024/06,98.15
6118,建達,2024/06,43.21
6120,達運,2024/06,25.83
6121,新普,2024/06,96.22
6122,擎邦,2024/06,0.1
6123,上奇,2024/06,12.44
6124,業強,2024/06,80.25
6125,廣運,2024/06,81.97
6126,信音,2024/06,51.86
6127,九豪,2024/06,129.51
6128,上福,2024/06,116.8
6129,普誠,2024/06,231.71
6130,上亞科技,2024/06,56.43
6133,金橋,2024/06,98.99
6134,萬旭,2024/06,67.51
6136,富爾特,2024/06,75.84
6138,茂達,2024/06,107.56
6139,亞翔,2024/06,3.82
6140,訊達,2024/06,33.28
6141,柏承,2024/06,40.79
6142,友勁,2024/06,197.64
6143,振曜,2024/06,86.96
6144,得利影,2024/06,124.91
6146,耕興,2024/06,7.34
6147,頎邦,2024/06,39.87
6148,驊宏資,2024/06,47.01
6150,撼訊,2024/06,97.95
6151,晉倫,2024/06,78.57
6152,百一,2024/06,112.94
6153,嘉聯益,2024/06,37.92
6154,順發,2024/06,87.14
6155,鈞寶,2024/06,160.49
6156,松上,2024/06,51.86
6158,禾昌,2024/06,70.48
6160,欣技,2024/06,291.19
6161,捷波,2024/06,135.65
6163,華電網,2024/06,152.55
6164,華興,2024/06,74.61
6165,浪凡,2024/06,0
6166,凌華,2024/06,191.1
6167,久正,2024/06,104.12
6168,宏齊,2024/06,78.07
6169,昱泉,2024/06,0
6170,統振,2024/06,56.12
6171,大城地產,2024/06,"36,064.26"
6173,信昌電,2024/06,81.46
6174,安,2024/06,300.05
6175,立敦,2024/06,90.5
6176,瑞儀,2024/06,18.13
6177,達麗,2024/06,"1,225.15"
6179,亞通,2024/06,0
6180,橘子,2024/06,5.72
6182,合晶,2024/06,157.26
6183,關貿,2024/06,0.05
6184,大豐電,2024/06,20.86
6185,幃翔,2024/06,79
6186,新潤,2024/06,"1,113.81"
6187,萬潤,2024/06,179.51
6188,廣明,2024/06,39.77
6189,豐藝,2024/06,40.92
6190,萬泰科,2024/06,90.22
6191,精成科,2024/06,81.82
6192,巨路,2024/06,247.82
6194,育富,2024/06,43.43
6195,詩肯,2024/06,184.96
6196,帆宣,2024/06,47.18
6197,佳必琪,2024/06,52.41
6198,瑞築,2024/06,"387,195.8"
6199,天品,2024/06,"7,171.92"
6201,亞弘電,2024/06,135.02
6202,盛群,2024/06,395.25
6203,海韻電,2024/06,207.52
6204,艾華,2024/06,64.46
6205,詮欣,2024/06,68.11
6206,飛捷,2024/06,95.13
6207,雷科,2024/06,96.16
6208,日揚,2024/06,191.87
6209,今國光,2024/06,84.13
6210,慶生,2024/06,36.98
6212,理銘,2024/06,"1,092.22"
6213,聯茂,2024/06,57.18
6214,精誠,2024/06,57.78
6215,和椿,2024/06,127.31
6216,居易,2024/06,116.33
6217,中探針,2024/06,86.53
6218,豪勉,2024/06,306.63
6219,富旺,2024/06,"1,794.73"
6220,岳豐,2024/06,130.12
6221,晉泰,2024/06,228.14
6222,上揚,2024/06,507.78
6223,旺矽,2024/06,249.99
6224,聚鼎,2024/06,126.94
6225,天瀚,2024/06,77.02
6226,光鼎,2024/06,473.55
6227,茂綸,2024/06,106.2
6228,全譜,2024/06,607.19
6229,研通,2024/06,19.93
6230,尼得科超眾,2024/06,95.34
6231,系微,2024/06,0
6233,旺玖,2024/06,118.74
6234,高僑,2024/06,296.79
6235,華孚,2024/06,82.26
6236,中湛,2024/06,8.7
6237,驊訊,2024/06,171.27
6239,力成,2024/06,35.55
6240,松崗,2024/06,0
6241,易通展,2024/06,55.59
6242,立康,2024/06,104.12
6243,迅杰,2024/06,198.75
6244,茂迪,2024/06,87.69
6245,立端,2024/06,166.82
6246,臺龍,2024/06,49.91
6248,沛波,2024/06,43.28
6257,矽格,2024/06,12.17
6259,百徽,2024/06,34.76
6261,久元,2024/06,125.01
6263,普萊德,2024/06,97.81
6264,富裔,2024/06,"2,231.62"
6265,方土昶,2024/06,129.84
6266,泰詠,2024/06,99.26
6269,台郡,2024/06,49.53
6270,倍微,2024/06,131.32
6271,同欣電,2024/06,70.11
6272,驊陞,2024/06,76.03
6274,台燿,2024/06,57.56
6275,元山,2024/06,86.92
6276,安鈦克,2024/06,57.69
6277,宏正,2024/06,238.83
6278,台表科,2024/06,25.47
6279,胡連,2024/06,124.74
6281,全國電,2024/06,74.98
6282,康舒,2024/06,112.73
6283,淳安,2024/06,45.4
6284,佳邦,2024/06,69.35
6285,啟,2024/06,74.7
6287,元隆,2024/06,257.96
6288,聯嘉,2024/06,165.78
6290,良維,2024/06,104.9
6291,沛亨,2024/06,88.21
6292,迅德,2024/06,79.85
6294,智基,2024/06,3.24
6403,群登,2024/06,73.68
6405,悅城,2024/06,6.04
6407,相互,2024/06,47.89
6409,旭隼,2024/06,45.66
6411,晶焱,2024/06,99.88
6412,群電,2024/06,77.49
6414,樺漢,2024/06,83.98
6416,瑞祺電通,2024/06,237.64
6417,韋僑,2024/06,152.05
6418,詠昇,2024/06,48.53
6419,京晨科,2024/06,7.75
6423,億而得-創,2024/06,0
6425,易發,2024/06,115.13
6426,統新,2024/06,122.85
6428,淘米,2024/06,0
6432,今展科,2024/06,78.27
6434,達輝光電,2024/06,43.33
6435,大中,2024/06,127.33
6438,迅得,2024/06,138.96
6441,廣錠,2024/06,394.04
6442,光聖,2024/06,129.61
6443,元晶,2024/06,94.08
6446,藥華藥,2024/06,502.59
6449,鈺邦,2024/06,119.88
6456,GIS-KY,2024/06,34.41
6457,紘康,2024/06,164.95
6461,益得,2024/06,90.34
6462,神盾,2024/06,113.94
6464,台數科,2024/06,9.81
6465,威潤,2024/06,216.42
6469,大樹,2024/06,86.37
6470,宇智,2024/06,46.59
6472,保瑞,2024/06,146.75
6473,美賣*,2024/06,37.8
6474,華豫寧,2024/06,117.81
6475,岱煒,2024/06,36.74
6477,安集,2024/06,222.67
6479,瑞寶基因,2024/06,322.15
6482,弘煜科,2024/06,0
6483,原創生醫,2024/06,-888
6485,點序,2024/06,308.56
