代號,名稱,年/月,平均售貨天數
6486,互動,2024/06,175.83
6488,環球晶,2024/06,91.55
6491,晶碩,2024/06,87.79
6492,生華科,2024/06,0
6493,雷虎生,2024/06,370.88
6494,九齊,2024/06,115.52
6495,納諾*-KY,2024/06,101.08
6496,科懋,2024/06,197.29
6498,久禾光,2024/06,45.25
6499,益安,2024/06,27.87
6504,南六,2024/06,51.96
6505,台塑化,2024/06,47.1
6506,雙邦,2024/06,60.14
6508,惠光,2024/06,247.38
6509,聚和,2024/06,142.94
6510,精測,2024/06,97.44
6512,啟發電,2024/06,167.44
6514,芮特-KY,2024/06,52.1
6515,穎崴,2024/06,86.75
6516,勤崴國際,2024/06,0.15
6517,保勝光學,2024/06,163.04
6518,康科特,2024/06,1.4
6523,達爾膚,2024/06,221.49
6525,捷敏-KY,2024/06,17.85
6526,達發,2024/06,73.14
6527,明達醫,2024/06,192.51
6530,創威,2024/06,104.02
6531,愛普*,2024/06,189.02
6532,瑞耘,2024/06,112.32
6533,晶心科,2024/06,"2,581.53"
6534,正瀚-創,2024/06,91.81
6535,順藥,2024/06,"2,872.58"
6536,碩豐,2024/06,29.3
6538,倉和,2024/06,64.91
6539,麗彤,2024/06,243.21
6542,隆中,2024/06,2.49
6543,普惠醫工,2024/06,124.13
6545,擎力,2024/06,264.44
6546,正基,2024/06,152.41
6547,高端疫苗,2024/06,"1,608.71"
6548,長科*,2024/06,83.05
6549,景凱,2024/06,-888
6552,易華電,2024/06,43.78
6555,榮炭,2024/06,270.97
6556,勝品,2024/06,96.67
6558,興能高,2024/06,87.01
6559,研晶,2024/06,157.32
6560,欣普羅,2024/06,309.74
6561,是方,2024/06,0.53
6562,聯亞藥,2024/06,106.48
6564,安特羅,2024/06,195.36
6565,物聯,2024/06,0.04
6568,宏觀,2024/06,257.75
6569,醫揚,2024/06,144.36
6570,維田,2024/06,102.67
6572,博錸,2024/06,296.22
6574,霈方,2024/06,115.91
6575,心悅,2024/06,133.11
6576,逸達,2024/06,205.98
6577,勁豐,2024/06,129.03
6578,達邦蛋白,2024/06,30.38
6579,研揚,2024/06,108.07
6580,台睿,2024/06,1.45
6581,鋼聯,2024/06,53.43
6582,申豐,2024/06,53.32
6583,友松,2024/06,39.14
6584,南俊國際,2024/06,69.85
6585,鼎基,2024/06,120.64
6586,醣基,2024/06,0
6588,東典光電,2024/06,127.09
6589,台康生技,2024/06,267.78
6590,普鴻,2024/06,24.18
6591,動力-KY,2024/06,78.85
6592,和潤企業,2024/06,0.12
6593,台灣銘板,2024/06,140.18
6595,光禹國際,2024/06,0
6596,寬宏藝術,2024/06,3.71
6597,立誠,2024/06,69.8
6599,普達系統,2024/06,148.39
6603,富強鑫,2024/06,186.99
6605,帝寶,2024/06,153.35
6606,建德工業,2024/06,404.55
6609,瀧澤科,2024/06,177.63
6610,安成生技,2024/06,-888
6612,奈米醫材,2024/06,373.12
6613,朋億*,2024/06,106.78
6615,慧智,2024/06,49.21
6618,永虹先進,2024/06,18.25
6620,漢達,2024/06,0
6621,華宇藥,2024/06,215.09
6622,百聿數碼,2024/06,0
6624,萬年清,2024/06,10.87
6625,必應,2024/06,0
6626,唯數,2024/06,1.93
6634,欣耀,2024/06,-888
6637,醫影,2024/06,118.54
6638,沅聖,2024/06,131.98
6639,源大環能,2024/06,0.2
6640,均華,2024/06,145.76
6641,基士德-KY,2024/06,44.17
6642,富致,2024/06,93.29
6643,M31,2024/06,-888
6645,金萬林-創,2024/06,99.88
6648,斯其大,2024/06,242.06
6649,台生材,2024/06,631.69
6650,帝圖,2024/06,123.78
6651,全宇昕,2024/06,129.16
6652,雅祥生醫,2024/06,-888
6654,天正國際,2024/06,377.11
6655,科定,2024/06,346.89
6657,華安,2024/06,170.37
6658,聯策,2024/06,52.81
6661,威健生技,2024/06,121.16
6662,樂斯科,2024/06,39.78
6664,群翊,2024/06,567.33
6665,康聯生醫,2024/06,41.92
6666,羅麗芬-KY,2024/06,57.98
6667,信紘科,2024/06,53.7
6668,中揚光,2024/06,97.15
6669,緯穎,2024/06,69.36
6670,復盛應用,2024/06,57.92
6672,騰輝電子-KY,2024/06,99.07
6673,和詮,2024/06,126.97
6674,鋐寶科技,2024/06,313.84
6676,祥翊,2024/06,146.63
6677,瑩碩生技,2024/06,189.86
6679,鈺太,2024/06,269.78
6680,鑫創電子,2024/06,115.67
6682,華旭矽材,2024/06,398.79
6683,雍智科技,2024/06,163.31
6684,安格,2024/06,257.98
6689,伊雲谷,2024/06,3.8
6690,安硌穈T,2024/06,0
6691,洋基工程,2024/06,19.61
6692,進能服,2024/06,22.27
6693,廣閎科,2024/06,109.12
6695,芯鼎,2024/06,202.78
6696,仁新,2024/06,-888
6697,東捷資訊,2024/06,2.94
6698,旭暉應材,2024/06,141.14
6699,奇邑,2024/06,127.84
6703,軒郁,2024/06,104.64
6704,國璽幹細胞,2024/06,94.68
6705,振躍精密,2024/06,152.47
6706,惠特,2024/06,508.4
6707,富基電通,2024/06,36.79
6708,天擎,2024/06,157.8
6709,昱厚生技,2024/06,-888
6712,長聖,2024/06,160.41
6715,嘉基,2024/06,101.51
6716,應廣,2024/06,97.86
6717,智慧光,2024/06,182.54
6719,力智,2024/06,172.42
6720,久昌,2024/06,112.86
6721,信實,2024/06,0
6722,輝創,2024/06,79.96
6723,傑智環境,2024/06,57.94
6725,矽科宏晟,2024/06,107.29
6727,亞泰金屬,2024/06,409.95
6728,上洋,2024/06,138.5
6729,機光科技,2024/06,739.8
6730,常廣,2024/06,187.24
6732,昇佳電子,2024/06,88.98
6733,博晟生醫,2024/06,216.15
6734,安盛生,2024/06,308.25
6735,美達科技,2024/06,482.52
6737,秀育,2024/06,66.27
6738,鼎,2024/06,31.03
6739,竹陞科技,2024/06,141.62
6741,91APP*-KY,2024/06,0
6742,澤米,2024/06,97.88
6743,安普新,2024/06,165.94
6744,豐技生技,2024/06,77.09
6747,亨泰光,2024/06,168.31
6748,亞果生醫,2024/06,197.36
6750,泰創工程,2024/06,2.86
6751,智聯服務,2024/06,8.89
6752,叡揚,2024/06,11.85
6753,龍德造船,2024/06,71.84
6754,匯僑設計,2024/06,3.03
6755,連鋐科技,2024/06,56.86
6756,威鋒電子,2024/06,86.51
6757,台灣虎航-創,2024/06,0
6758,冠亞,2024/06,672.51
6761,穩得,2024/06,83.61
6762,達亞,2024/06,125.36
6763,綠界科技,2024/06,0
6764,亞洲教育,2024/06,0
6767,台微醫,2024/06,297.58
6768,志強-KY,2024/06,40.13
6770,力積電,2024/06,87.3
6771,平和環保-創,2024/06,3.45
6772,錫安,2024/06,-888
6775,穎台科技,2024/06,99.96
6776,展眥篕,2024/06,41.5
6780,學習王,2024/06,195.81
6782,視陽,2024/06,114.98
6784,天凱科技,2024/06,33.87
6785,昱展新藥,2024/06,-888
6786,芯測,2024/06,0
6787,晶瑞光,2024/06,64.7
6788,華景電,2024/06,258.55
6789,采鈺,2024/06,6.58
6790,永豐實,2024/06,52.04
6791,虎門科技,2024/06,26.22
6792,詠業,2024/06,127.81
6793,天力離岸,2024/06,11.01
6794,向榮生技-創,2024/06,423.66
6796,晉弘,2024/06,229.15
6797,圓點奈米,2024/06,452.98
6798,展逸,2024/06,0
6799,來頡,2024/06,116.1
6803,崑鼎,2024/06,5.74
6804,明係,2024/06,67.17
6805,富世達,2024/06,82.53
6806,森崴能源,2024/06,0.01
6808,三鼎生技,2024/06,395.71
6810,新穎生醫,2024/06,"1,150.44"
6811,宏硌穈T,2024/06,15.7
6812,梭特,2024/06,355.5
6813,富動科,2024/06,36.95
6814,路迦生醫,2024/06,168.17
6815,晶鑽生醫,2024/06,71.8
6816,捷智商訊,2024/06,0.13
6817,溫士頓,2024/06,124.35
6818,連騰,2024/06,60.21
6819,眾智,2024/06,155.36
6820,連訊,2024/06,67.87
6821,聯寶,2024/06,48.59
6823,濾能,2024/06,122.52
6825,和暢科技,2024/06,247.9
6826,和淞,2024/06,94.87
6827,巨生醫,2024/06,-888
6829,千附精密,2024/06,125.59
6830,汎銓,2024/06,0
6831,邁科,2024/06,40.6
6832,金鼎科,2024/06,276.41
6833,太康精密,2024/06,146.53
6834,天二科技,2024/06,109.66
6835,圓裕,2024/06,69.16
6837,富利康科技,2024/06,336.2
6838,台新藥,2024/06,0
6839,開陽能源,2024/06,216.65
6840,東研信超,2024/06,0
6841,長佳智能,2024/06,66.07
6842,一元素,2024/06,320.72
6843,進典,2024/06,164.93
6844,諾貝兒,2024/06,126.15
6846,綠茵,2024/06,126.85
6847,普瑞博,2024/06,292.11
6848,拉法醫,2024/06,131.97
6850,光鼎生技,2024/06,"1,231.75"
6855,數泓科,2024/06,190.08
6856,鑫傳,2024/06,81.82
6857,宏硒撢,2024/06,249.81
6858,愛比科技,2024/06,535.29
6859,伯特光,2024/06,47
6861,睿生光電,2024/06,152.32
6863,永道-KY,2024/06,106.79
6864,元樟生技,2024/06,615.03
6865,偉康科技,2024/06,0
6867,坦德科技,2024/06,46.28
6868,采威國際,2024/06,14.34
6869,雲豹能源,2024/06,7.5
6870,騰雲,2024/06,18.55
6872,浩宇生醫,2024/06,0
6873,泓德能源-創,2024/06,40.35
6874,倍力,2024/06,38.36
6875,國邑*,2024/06,765.6
6876,朗齊生醫*,2024/06,-888
6877,鏵友益,2024/06,231.13
6878,歐付寶,2024/06,0
6879,大江基因,2024/06,141.19
6881,潤德,2024/06,0
6882,甲尚,2024/06,16.06
6883,微電能源,2024/06,5.05
6884,海柏特,2024/06,11.08
6885,全福生技,2024/06,-888
6886,遠東生技,2024/06,164.15
6890,來億-KY,2024/06,57.87
6891,樂迦再生,2024/06,369.01
6892,台寶生醫,2024/06,679.44
6894,衛司特,2024/06,80.7
6895,宏碩系統,2024/06,298.27
6898,程曦資訊,2024/06,0
6899,創為精密,2024/06,76.67
6901,鑽石投資,2024/06,0
6902,走著瞧-創,2024/06,0
6903,巨漢,2024/06,1.95
6904,伯鑫,2024/06,137.45
6906,現觀科,2024/06,0
6908,宏砦C戲,2024/06,44.87
6909,創控,2024/06,307.2
6910,德鴻,2024/06,29.27
6911,群運,2024/06,10.04
6912,益鈞環科*,2024/06,2.66
6913,鴻呈,2024/06,41.57
6914,阜爾運通,2024/06,10.01
6915,美強光,2024/06,40.14
6916,華凌,2024/06,76.76
6917,竟天,2024/06,"3,346.25"
6918,愛派司,2024/06,478.53
6919,康霈*,2024/06,155.5
6920,恆勁科技,2024/06,53.35
6922,宸曜,2024/06,131.68
6923,中台,2024/06,8.92
6925,意藍,2024/06,0
6926,聖安生醫,2024/06,-888
6927,聯合聚晶,2024/06,92.3
6928,攸泰科技,2024/06,165.74
6929,佑全,2024/06,140.2
6931,青松健康,2024/06,0.18
6932,水星生醫*,2024/06,0
6934,心誠鎂,2024/06,32.1
6935,王子製藥,2024/06,84.19
6936,永鴻生技,2024/06,162.14
6937,天虹,2024/06,402.74
6938,藍新資訊,2024/06,74.64
6939,啟弘生技,2024/06,24.71
6940,格斯科技*,2024/06,131.16
6944,兆聯實業,2024/06,40.13
6945,圓祥生技,2024/06,-888
6947,台鎔科技,2024/06,3.61
6949,沛爾生醫-創,2024/06,47.6
6951,青新-創,2024/06,25.69
6952,大武山,2024/06,13.09
6953,家碩,2024/06,210.94
6955,邦睿生技,2024/06,182.15
6958,日盛台駿,2024/06,0
6959,兆捷科技,2024/06,187.58
6961,旅天下,2024/06,0.24
6963,品元,2024/06,83.53
6967,汎瑋材料,2024/06,35.48
6968,萬達寵物,2024/06,113.75
6969,成信實業*,2024/06,243.8
6971,惠民實業,2024/06,0
6973,永立榮,2024/06,342.37
6976,育世博-KY,2024/06,0
6977,聯純,2024/06,33.04
6979,勝釩,2024/06,10.43
6980,鐳洋科技,2024/06,94.4
6982,大井泵浦,2024/06,110.1
6983,華洋精機,2024/06,258.58
6984,交流資服,2024/06,19.51
6986,和迅,2024/06,134.16
6987,寶晶能源*,2024/06,0
6990,華鉬,2024/06,140.07
6994,富威電力,2024/06,0
6996,力領科技,2024/06,104.67
6997,博弘,2024/06,0.02
6999,瀚醫生技,2024/06,239.85
7402,邑錡,2024/06,165.94
7419,達勝,2024/06,320.22
7427,華上生醫,2024/06,"4,232.86"
7443,凡事康,2024/06,66.87
7452,乂迪生,2024/06,3.06
7507,環拓科技,2024/06,42.7
7516,清淨海,2024/06,66.22
7530,鋒魁科技,2024/06,708.28
7547,碩網,2024/06,0
7551,知識科技,2024/06,0
7555,美萌,2024/06,76.78
7556,意德士,2024/06,68.75
7558,群利,2024/06,78.73
7561,光晟生技,2024/06,179.04
7562,博來科技,2024/06,113.41
7566,亞果遊艇,2024/06,50.54
7570,紫金堂,2024/06,103.74
7575,安美得,2024/06,168.78
7578,利百景,2024/06,3.04
7583,國際海洋,2024/06,8.39
7584,樂意,2024/06,0
7590,怡和國際,2024/06,141.52
7595,世基生醫,2024/06,183.66
7607,通用幹細胞*,2024/06,362.16
7610,聯友金屬,2024/06,146.11
7631,聚賢研發,2024/06,19.74
7642,昶瑞機電,2024/06,48.58
7702,前端風電,2024/06,10.04
7703,銳澤,2024/06,42.14
7704,明遠精密,2024/06,201.43
7705,三商餐飲,2024/06,27.27
7706,宏硈邿F,2024/06,0
7707,益芯科,2024/06,54.85
7708,全家餐飲,2024/06,5.56
7709,榮田,2024/06,358.28
7712,博盛半導體,2024/06,97.86
7713,威力德生醫,2024/06,44.41
7714,創泓科技,2024/06,55.59
7715,裕山,2024/06,0.17
7716,昱臺國際,2024/06,0
7718,友鋮,2024/06,32.18
7719,碳基,2024/06,205.9
7721,微程式,2024/06,128.61
7722,LINEPAY,2024/06,0
7723,築間,2024/06,11.08
7724,諾亞克,2024/06,81.21
7725,列特博,2024/06,549.49
7726,暄達,2024/06,366.68
7728,光焱科技,2024/06,248.85
7729,仲恩生醫,2024/06,502.15
7730,暉盛,2024/06,128.01
7731,火星生技*,2024/06,275.14
7732,金興精密,2024/06,159.75
7734,印能科技,2024/06,103.46
7736,虎山,2024/06,223.14
7738,東聯互動,2024/06,0.33
7742,天弘化,2024/06,55.29
7743,金利食安,2024/06,61.08
7747,昕奇雲端,2024/06,7.27
7750,新代,2024/06,76.26
7751,竑騰,2024/06,301.67
7752,世紀樺欣,2024/06,20.09
7753,星亞,2024/06,94.38
7754,安基生技,2024/06,40.5
7756,多那之國際,2024/06,15.46
7757,金色三麥,2024/06,31.97
7761,三大未來,2024/06,265.82
7762,吉晟生,2024/06,67.34
7764,聖州,2024/06,300.39
7765,中華資安,2024/06,16.68
8011,台通,2024/06,90.47
8016,矽創,2024/06,92.85
8021,尖點,2024/06,98.81
8024,佑華,2024/06,92.93
8027,鈦昇,2024/06,361.56
8028,昇陽半導體,2024/06,30.3
8029,久尹,2024/06,96.81
8032,光菱,2024/06,75.66
8033,雷虎,2024/06,324.32
8034,榮群,2024/06,635.54
8038,長園科,2024/06,465.03
8039,台虹,2024/06,79.01
8040,九暘,2024/06,107.74
8041,東精電,2024/06,46.68
8042,金山電,2024/06,155.55
8043,蜜望實,2024/06,58.19
8044,網家,2024/06,17.67
8045,達運光電,2024/06,163.09
8046,南電,2024/06,46.13
8047,星雲,2024/06,170.56
8048,德勝,2024/06,134.53
8049,晶采,2024/06,124.65
8050,廣積,2024/06,188.09
8054,安國,2024/06,147.86
8059,凱碩,2024/06,815.7
8064,東捷,2024/06,329.01
8066,來思達,2024/06,0.1
8067,志旭,2024/06,657.05
8068,全達,2024/06,42.1
8069,元太,2024/06,87.56
8070,長華*,2024/06,59.63
8071,能率網通,2024/06,56.86
8072,陞泰,2024/06,49.69
8074,鉅橡,2024/06,148.8
8076,伍豐,2024/06,151.81
8077,洛,2024/06,0
8080,印鉐,2024/06,43.73
8081,致新,2024/06,121.27
8083,瑞穎,2024/06,187.43
8084,巨虹,2024/06,94.92
8085,福華,2024/06,57.85
8086,宏捷科,2024/06,97.39
8087,華鎂鑫,2024/06,72.54
8088,品安,2024/06,46.72
8089,康全電訊,2024/06,136.45
8091,翔名,2024/06,153.05
8092,建暐,2024/06,384.8
8093,保銳,2024/06,273.99
8096,擎亞,2024/06,28.98
8097,常珵,2024/06,14.75
8098,慶康科技,2024/06,200.42
8099,大世科,2024/06,93.31
8101,華冠,2024/06,194.49
8102,傑霖科技,2024/06,58.8
8103,瀚荃,2024/06,83.38
8104,錸寶,2024/06,73.28
8105,凌巨,2024/06,75.33
8107,大億金茂,2024/06,57.62
8109,博大,2024/06,144.64
8110,華東,2024/06,29.87
8111,立,2024/06,76.48
8112,至上,2024/06,48.22
8114,振樺電,2024/06,157.06
8115,帝聞,2024/06,71
8119,公信,2024/06,106.4
8121,越峰,2024/06,113.11
8131,福懋科,2024/06,33.07
8147,正淩,2024/06,70.41
8150,南茂,2024/06,50.66
8155,博智,2024/06,54.37
8157,創圓,2024/06,198.79
8162,微矽電子-創,2024/06,8.69
8163,達方,2024/06,124.32
8171,天宇,2024/06,139.17
8176,智捷,2024/06,282.3
8182,加高,2024/06,81.46
8183,精星,2024/06,55.23
8201,無敵,2024/06,47.04
8210,勤誠,2024/06,70.02
8213,志超,2024/06,45.69
8215,明基材,2024/06,76.51
8218,輝城,2024/06,68.94
8222,寶一,2024/06,353.92
8227,巨有科技,2024/06,57.09
8234,新漢,2024/06,167.44
8240,華宏,2024/06,44.57
8249,菱光,2024/06,44.17
8255,朋程,2024/06,85.61
8261,富鼎,2024/06,116.88
8271,宇瞻,2024/06,97.03
8272,全景軟體,2024/06,5.41
8277,商丞,2024/06,134.15
8279,生展,2024/06,98.68
8284,三竹,2024/06,0.56
8287,英格爾,2024/06,159.15
8289,泰藝,2024/06,124.9
8291,尚茂,2024/06,46.38
8298,威睿,2024/06,36.86
8299,群聯,2024/06,235.22
8307,大台中,2024/06,43.09
8329,台視,2024/06,4.25
8341,日友,2024/06,4.64
8342,益張,2024/06,56.74
8349,矬,2024/06,158.35
8354,冠好,2024/06,100.72
8358,金居,2024/06,54.69
8359,錢櫃,2024/06,19.47
8367,建新國際,2024/06,0
8374,羅昇,2024/06,100.14
8383,千附,2024/06,126.91
8390,金益鼎,2024/06,86.61
8401,白紗科,2024/06,18.72
8403,盛弘,2024/06,32.05
8409,商之器,2024/06,162.33
8410,森田,2024/06,74.26
8415,大國鋼,2024/06,353.6
8416,實威,2024/06,63.35
8420,明揚,2024/06,151.27
8421,旭源,2024/06,124
8422,可寧衛,2024/06,6.08
8424,惠普,2024/06,69.06
8426,紅木-KY,2024/06,28.71
8431,匯鑽科,2024/06,34.01
8432,東生華,2024/06,142.95
8433,弘帆,2024/06,2.59
8435,鉅邁,2024/06,79.49
8436,大江,2024/06,86.67
8437,大地-KY,2024/06,300.93
8438,昶昕,2024/06,22.57
8440,綠電,2024/06,40.5
8443,阿瘦,2024/06,369.48
8446,華研,2024/06,1.6
8450,霹靂,2024/06,264.56
8454,富邦媒,2024/06,16.36
8458,影一,2024/06,0
8462,柏文,2024/06,1.08
8463,潤泰材,2024/06,52.01
8464,億豐,2024/06,121.69
8467,波力-KY,2024/06,79.33
8472,夠麻吉,2024/06,98.47
8473,山林水,2024/06,0
8476,台境,2024/06,81.58
8477,創業家,2024/06,10.68
8478,東哥遊艇,2024/06,387.47
8481,政伸,2024/06,75.27
8487,愛爾達-創,2024/06,43.91
8488,吉源-KY,2024/06,39.68
8489,三貝德,2024/06,8.13
8492,兔將,2024/06,0
8495,經緯航,2024/06,112.78
8905,裕國,2024/06,210.12
8906,花王,2024/06,39.49
8908,欣雄,2024/06,95.13
8916,光隆,2024/06,106.13
8917,欣泰,2024/06,10.8
8921,沈氏,2024/06,40.97
8923,時報,2024/06,237.39
8924,大田,2024/06,61.82
8926,台汽電,2024/06,0.41
8927,北基,2024/06,126.04
8928,鉅明,2024/06,62.81
8929,富堡,2024/06,54.64
8930,青鋼,2024/06,87.42
8931,大汽電,2024/06,38.22
8932,智通,2024/06,43.49
8933,愛地雅,2024/06,327.48
8935,邦泰,2024/06,190.91
8936,國統,2024/06,28.84
8937,合騏,2024/06,277.34
8938,明安,2024/06,67.69
8940,新天地,2024/06,41.98
8941,關中,2024/06,59.48
8942,森鉅,2024/06,200.34
8945,大新店,2024/06,0
8977,南國,2024/06,0.44
8996,高力,2024/06,163.29
9103,美德醫療-DR,2024/06,298.03
9105,泰金寶-DR,2024/06,46
911608,明輝-DR,2024/06,327.14
911622,泰聚亨-DR,2024/06,155.85
9802,鈺齊-KY,2024/06,73.28
9902,台火,2024/06,112.82
9904,寶成,2024/06,81.25
9905,大華,2024/06,81.26
9906,欣巴巴,2024/06,"2,855.38"
9907,統一實,2024/06,44.14
9908,大台北,2024/06,21.32
9910,豐泰,2024/06,48.01
9911,櫻花,2024/06,79.45
9912,偉聯,2024/06,292.84
9914,美利達,2024/06,139.58
9917,中保科,2024/06,16.66
9918,欣天然,2024/06,9.29
9919,康那香,2024/06,113.68
9921,巨大,2024/06,198.1
9924,福興,2024/06,56.72
9925,新保,2024/06,14.49
9926,新海,2024/06,46.97
9927,泰銘,2024/06,81.47
9928,中視,2024/06,53.94
9929,秋雨,2024/06,38.28
9930,中聯資源,2024/06,15.39
9931,欣高,2024/06,131.42
9933,中鼎,2024/06,0.64
9934,成霖,2024/06,112.48
9935,慶豐富,2024/06,94.84
9937,全國,2024/06,3.53
9938,百和,2024/06,187.66
9939,宏全,2024/06,47.04
9940,信義,2024/06,272.18
9941,裕融,2024/06,31.51
9942,茂順,2024/06,159.13
9943,好樂迪,2024/06,5.55
9944,新麗,2024/06,78.39
9945,潤泰新,2024/06,517.17
9946,三發地產,2024/06,"2,784.78"
9949,琉園,2024/06,"1,059.71"
9950,萬國通,2024/06,126.27
9951,皇田,2024/06,98.64
9955,佳龍,2024/06,82.79
9957,燁聯,2024/06,72.58
9958,世紀鋼,2024/06,57.72
9960,邁達康,2024/06,146.8
9962,有益,2024/06,135.02
M1100,水泥工業類指數,2024/06,55.39
M1200,食品工業類指數,2024/06,53.12
M1300,塑膠工業類指數,2024/06,74.97
M1400,紡織纖維類指數,2024/06,91.56
M1500,電機機械類指數,2024/06,162.16
M1600,電器電纜類指數,2024/06,88.69
M1700,化學生技醫療類指數,2024/06,102.44
M1721,化學工業指數,2024/06,79.25
M1722,生技醫療指數,2024/06,172.12
M1800,玻璃陶瓷類指數,2024/06,123
M1900,造紙工業類指數,2024/06,66.04
M2000,鋼鐵工業類指數,2024/06,124.68
M2100,橡膠類指數,2024/06,145.09
M2200,汽車工業類指數,2024/06,73.33
M2300,電子類指數,2024/06,61.03
M2324,半導體業指數,2024/06,80.7
M2325,電腦及週邊設備業指數,2024/06,60.32
M2326,光電業指數,2024/06,58.15
M2327,通信網路業指數,2024/06,59.29
M2328,零組件指數,2024/06,80.28
M2329,電子通路業指數,2024/06,52.59
M2330,資訊服務業指數,2024/06,72.71
M2331,其他電子業指數,2024/06,52.01
M2500,建材營造類指數,2024/06,"1,232.81"
M2600,航運業類指數,2024/06,9.51
M2700,觀光餐旅類指數,2024/06,20.12
M2800,金融保險類指數,2024/06,
M2870,保險,2024/06,
M2871,壽險,2024/06,
M28HO,金融控股,2024/06,
M2900,貿易百貨類指數,2024/06,49.53
M3500,綠能環保,2024/06,19.35
M3600,數位雲端,2024/06,14.81
M3700,運動休閒,2024/06,102.2
M3800,居家生活,2024/06,88.89
M9700,油電燃氣業指數,2024/06,44.66
M9900,其他類指數,2024/06,89.03
O1721,OTC 化學工業,2024/06,178.45
O1722,OTC 生技醫療,2024/06,129.77
O2324,OTC 半導體業,2024/06,125.07
O2325,OTC 電腦及週邊設備業,2024/06,96.62
O2326,OTC 光電業,2024/06,92.48
O2327,OTC 通信網路業,2024/06,112.25
O2328,OTC 電子零組件,2024/06,94.61
O2329,OTC 電子通路業,2024/06,53.68
O2330,OTC 資訊服務業,2024/06,51.45
O2331,OTC 其他電子業,2024/06,105.88
OTC12,OTC 食品工業,2024/06,59.32
OTC13,OTC 塑膠工業,2024/06,99.61
OTC14,OTC 紡織纖維,2024/06,121.97
OTC15,OTC 電機機械,2024/06,129.94
OTC16,OTC 電器電纜,2024/06,45.86
OTC17,OTC 化學生技,2024/06,136.59
OTC20,OTC 鋼鐵工業,2024/06,147.03
OTC23,OTC 電子類,2024/06,102.55
OTC25,OTC 建材營造,2024/06,"1,346.09"
OTC26,OTC 航運業,2024/06,12.69
OTC27,OTC 觀光餐旅,2024/06,20.01
OTC28,OTC 金融業,2024/06,
OTC30,OTC 證券類,2024/06,
OTC32,OTC 文化創意業,2024/06,52.57
OTC33,OTC 農業科技,2024/06,103.56
OTC35,OTC 綠能環保,2024/06,47.86
OTC36,OTC 數位雲端,2024/06,20.48
OTC37,OTC 運動休閒,2024/06,95.34
OTC38,OTC 居家生活,2024/06,58.68
OTC55,OTC 非電子,2024/06,170.76
OTC86,OTC 不含金融電子,2024/06,200.87
OTC88,OTC 非金融,2024/06,138.63
OTC89,OTC 其它,2024/06,240.45
OTC97,OTC 油電燃氣業,2024/06,98.07
OTC99,OTC 指數,2024/06,123.74
T2810,銀行上市櫃及金控旗下,2024/06,
T2870,產險上市櫃及金控旗下,2024/06,
T2871,壽險上市櫃及金控旗下,2024/06,
Y5555,不含電子,2024/06,72.66
Y8886,未含金電,2024/06,115.94
Y8888,不含金融,2024/06,76.2
Y9999,加權指數,2024/06,72.45
